Unnamed: 0,tconst,primaryTitle,originalTitle,startYear,endYear,runtimeMinutes,numVotes,label,director_id,writer_id
1279,tt0065417,Days and Nights in the Forest,Aranyer Din Ratri,1970,\N,115,,True,nm0006249,nm0304355
1290,tt0065724,Fivé Éásy Piécés,Five Easy Pieces,1970,\N,98,,True,nm0706182,nm0247628
1314,tt0066491,Tristana,,1970,\N,99,11421.0,True,nm0000320,nm0000320
1318,tt0066516,Valerie and Her Week of Wonders,,\N,1970,77,9325.0,True,nm0423180,nm0423180
1353,tt0067164,Guddi,Guddi,1971,\N,121,1071.0,True,nm0611531,nm0611531
1382,tt0067927,Vanishing Point,Vanishing Point,1971,\N,99,28045.0,True,nm0764781,nm0366422
1448,tt0069530,Z.P.G.,Z.P.G.,1972,\N,97,1405.0,False,nm0133384,nm0251375
1517,tt0071622,The Clockmaker of St. Paul,L'horloger de Saint-Paul,1974,\N,105,2407.0,True,nm0851724,nm0098204
1530,tt0072263,Ten Little Indians,,1974,\N,105,,False,nm0172772,nm0463440
1587,tt0074279,Cannonball!,Cannonball,1976,\N,93,4547.0,False,nm0000860,nm0000860
1596,tt0074441,The Duchess and the Dirtwater Fox,The Duchess and the Dirtwater Fox,1976,\N,103,1803.0,False,nm0291035,nm0761958
1599,tt0074475,Embryo,,1976,\N,104,,False,nm0625680,nm0233162
1636,tt0075268,Stáy Húngry,Stay Hungry,\N,1976,102,4377.0,False,nm0706182,nm0301310
1668,tt0076245,Julia,Julia,\N,1977,117,9341.0,True,nm0003593,nm0375484
1680,tt0076709,Game of Death II,,1980,\N,96,3131.0,False,nm0628838,nm1292717
1680,tt0076709,Game of Death II,,1980,\N,96,3131.0,False,nm0005033,nm1292717
1680,tt0076709,Game of Death II,,1980,\N,96,3131.0,False,nm0477035,nm1292717
1702,tt0077372,Corvette Summer,,1978,\N,105,3059.0,False,nm0730422,nm0059493
1748,tt0078846,Bénéáth thé Válléy ớf thé Últrá-Vixéns,,1979,\N,93,3035.0,False,nm0000540,nm0001170
1750,tt0078875,The Tin Drum,Die Blechtrommel,1979,\N,142,23497.0,True,nm0772522,nm0772522
1768,tt0079510,Thé Máin Évént,,1979,\N,112,,False,nm0956052,nm0661275
1773,tt0079596,My Brilliant Career,,1979,\N,100,4201.0,True,nm0000788,nm0936674
1790,tt0080117,The Wanderers,,1979,\N,112,10769.0,True,nm0442241,nm0442249
1812,tt0080853,The Hearse,The Hearse,1980,\N,99,2034.0,False,nm0101055,nm0088185
145,tt0025898,Tớni,Toni,1935,\N,84,1766.0,True,nm0719756,nm2365865
186,tt0028708,Charlie Chan at the Olympics,Charlie Chan at the Olympics,1937,\N,71,,True,nm0401680,nm0121228
278,tt0033045,The Shop Around the Corner,The Shop Around the Corner,\N,1940,99,30968.0,True,nm0523932,nm0529450
337,tt0035567,Woman of the Year,,1942,\N,114,9842.0,True,nm0828419,nm0437720
427,tt0039302,Dark Passage,,1947,\N,106,19034.0,True,nm0202681,nm0202681
561,tt0044741,Ikiru,,1952,\N,143,74694.0,True,nm0000041,nm0368074
567,tt0044982,Thé Flávớr ớf Gréén Téá Ớvér Ricé,,1952,\N,116,2833.0,True,nm0654868,nm0633792
652,tt0048488,The Phenix City Story,,1955,\N,100,2581.0,True,nm0439597,nm0928108
874,tt0054393,Tormented,Tormented,\N,1960,75,2496.0,False,nm0330026,nm0330026
960,tt0056636,A Monkey in Winter,,1962,\N,105,,True,nm0894577,nm0002192
1044,tt0058898,Alphaville,,1965,\N,99,24406.0,True,nm0000419,nm0000419
1082,tt0059878,Village of the Giants,,1965,\N,81,2316.0,False,nm0330026,nm0128845
1118,tt0061132,The Hawks and the Sparrows,,\N,1966,89,4609.0,True,nm0001596,nm0001596
1628,tt0075002,The Olsen Gang Sees Red,Olsen-banden ser rødt,1976,\N,100,2156.0,True,nm0050853,nm0050853
1712,tt0077651,Halloween,Halloween,1978,\N,91,260115.0,True,nm0000118,nm0000118
1726,tt0078087,Piranha,,1978,\N,94,20905.0,False,nm0001102,nm0733015
1759,tt0079117,Escape to Athena,Escape to Athena,1979,\N,125,4970.0,False,nm0181902,nm0516673
1777,tt0079764,Five Evenings,,1979,\N,108,1227.0,True,nm0586482,nm0586482
33,tt0015842,The Joyless Street,,1925,\N,125,1554.0,True,nm0655065,nm0352026
58,tt0018528,The Unknown,,1927,\N,63,7850.0,True,nm0115218,nm0267868
463,tt0040536,Letter from an Unknown Woman,,1948,\N,87,11921.0,True,nm0649097,nm0959003
619,tt0047296,On the Waterfront,On the Waterfront,1954,\N,108,149783.0,True,nm0001415,nm0425711
649,tt0048424,Thé Night ớf thé Húntér,The Night of the Hunter,1955,\N,92,86393.0,True,nm0001452,nm0012938
918,tt0055618,Whistle Down the Wind,Whistle Down the Wind,\N,1961,99,3328.0,True,nm0285302,nm0913961
1066,tt0059529,Triumph Over Violence,Obyknovennyy fashizm,1965,\N,138,1666.0,True,nm0739677,nm0739677
1469,tt0070212,The Iceman Cometh,,1973,\N,239,1580.0,True,nm0001239,nm0193570
199,tt0029440,The Prince and the Pauper,,1937,\N,118,2482.0,True,nm0226189,nm0236418
199,tt0029440,The Prince and the Pauper,,1937,\N,118,2482.0,True,nm0445033,nm0236418
207,tt0029947,Bringing Up Baby,Bringing Up Baby,1938,\N,102,59515.0,True,nm0001328,nm0629580
335,tt0035446,To Be or Not to Be,,1942,\N,99,34514.0,True,nm0523932,nm0562372
41,tt0016544,The Wizard of Oz,,1925,\N,95,1497.0,False,nm0783865,nm0497736
720,tt0050545,Invásiớn ớf thé Sáúcér Mén,Invasion of the Saucer Men,1957,\N,69,1812.0,False,nm0128715,nm0551869
507,tt0042235,Beauty and the Devil,,1950,\N,96,1550.0,True,nm0163229,nm0163229
5,tt0011439,The Mark of Zorro,The Mark of Zorro,1920,\N,79,2439.0,True,nm0629243,nm0191547
10,tt0012532,Ớrpháns ớf thé Stớrm,,1921,\N,150,,True,nm0000428,nm0257866
31,tt0015400,The Thief of Bagdad,,1924,\N,155,6001.0,True,nm0909825,nm0001196
43,tt0016641,Ben-Hur: A Tale of the Christ,Ben-Hur: A Tale of the Christ,1925,\N,143,7539.0,True,nm0629243,nm0933133
43,tt0016641,Ben-Hur: A Tale of the Christ,Ben-Hur: A Tale of the Christ,1925,\N,143,7539.0,True,nm0102643,nm0933133
43,tt0016641,Ben-Hur: A Tale of the Christ,Ben-Hur: A Tale of the Christ,1925,\N,143,7539.0,True,nm0127511,nm0933133
43,tt0016641,Ben-Hur: A Tale of the Christ,Ben-Hur: A Tale of the Christ,1925,\N,143,7539.0,True,nm0169905,nm0933133
43,tt0016641,Ben-Hur: A Tale of the Christ,Ben-Hur: A Tale of the Christ,1925,\N,143,7539.0,True,nm0002271,nm0933133
49,tt0017463,3 Bad Men,3 Bad Men,1926,\N,92,1165.0,True,nm0000406,nm0831958
55,tt0018379,7th Heaven,7th Heaven,1927,\N,110,3499.0,True,nm0097648,nm0385012
86,tt0021884,Frankenstein,Frankenstein,1931,\N,70,69780.0,True,nm0001843,nm0770337
100,tt0022787,Wooden Crosses,,1932,\N,115,1409.0,True,nm0076368,nm0076368
105,tt0023303,One Hour with You,One Hour with You,1932,\N,78,2389.0,True,nm0002030,nm0773083
105,tt0023303,One Hour with You,One Hour with You,1932,\N,78,2389.0,True,nm0523932,nm0773083
170,tt0028021,Osaka Elegy,,1936,\N,71,2253.0,True,nm0003226,nm0003226
194,tt0029192,Make Way for Tomorrow,Make Way for Tomorrow,1937,\N,91,8144.0,True,nm0564970,nm0495259
201,tt0029608,Stella Dallas,Stella Dallas,1937,\N,106,5254.0,True,nm0896542,nm0340799
212,tt0030241,Hớlidáy,,\N,1938,95,15746.0,True,nm0002030,nm0829330
230,tt0031381,Gone with the Wind,,1939,\N,238,303845.0,True,nm0281808,nm0372942
230,tt0031381,Gone with the Wind,,1939,\N,238,303845.0,True,nm0002030,nm0372942
230,tt0031381,Gone with the Wind,,1939,\N,238,303845.0,True,nm0939992,nm0372942
267,tt0032617,I Love You Again,,1940,\N,99,3232.0,True,nm0886754,nm0496468
304,tt0034224,Spooks Run Wild,,1941,\N,65,1688.0,False,nm0005847,nm0286025
333,tt0035429,Wént thé Dáy Wéll?,,1942,\N,92,3549.0,True,nm0146709,nm0226538
365,tt0037017,Lifeboat,Lifeboat,1944,\N,97,28060.0,True,nm0000033,nm0842485
433,tt0039536,Kiss of Death,,1947,\N,99,8064.0,True,nm0368871,nm0496468
476,tt0040866,La Terra Trema,,1948,\N,160,4876.0,True,nm0899581,nm0682881
529,tt0043286,Angels in the Outfield,Angels in the Outfield,1951,\N,99,2314.0,True,nm0113284,nm0174823
531,tt0043338,Ace in the Hole,Ace in the Hole,1951,\N,111,34375.0,True,nm0000697,nm0760488
539,tt0043757,Lost Continent,Lost Continent,1951,\N,83,1497.0,False,nm0627864,nm0484479
542,tt0043879,On Dangerous Ground,On Dangerous Ground,1951,\N,82,6857.0,True,nm0526946,nm0080135
542,tt0043879,On Dangerous Ground,On Dangerous Ground,1951,\N,82,6857.0,True,nm0712947,nm0080135
578,tt0045465,99 River Street,99 River Street,\N,1953,83,2842.0,True,nm0439597,nm0958424
677,tt0049223,Forbidden Planet,,1956,\N,98,47621.0,True,nm0928208,nm0088726
760,tt0052005,No Time for Sergeants,No Time for Sergeants,1958,\N,119,3938.0,True,nm0503777,nm0536941
769,tt0052216,Big Deal on Madonna Street,I soliti ignoti,1958,\N,106,10091.0,True,nm0598102,nm0147599
808,tt0053133,Odds Against Tomorrow,,1959,\N,96,4461.0,True,nm0936404,nm0689796
832,tt0053636,The Baroness from the Gas Station,Baronessen fra benzintanken,1960,\N,122,1086.0,True,nm0715862,nm0715862
848,tt0053987,The Steamroller and the Violin,Katok i skripka,1961,\N,46,6151.0,True,nm0001789,nm1027925
850,tt0054042,Macario,,1960,\N,91,3212.0,True,nm0310449,nm0871252
853,tt0054086,The Millionairess,The Millionairess,1960,\N,90,1791.0,False,nm0002190,nm0789737
923,tt0055805,Bớccácciớ '70,Boccaccio '70,1962,\N,205,4325.0,True,nm0001120,nm0899581
923,tt0055805,Bớccácciớ '70,Boccaccio '70,1962,\N,205,4325.0,True,nm0000019,nm0899581
923,tt0055805,Bớccácciớ '70,Boccaccio '70,1962,\N,205,4325.0,True,nm0899581,nm0899581
923,tt0055805,Bớccácciớ '70,Boccaccio '70,1962,\N,205,4325.0,True,nm0598102,nm0899581
929,tt0055913,Divorce Italian Style,Divorzio all'italiana,1961,\N,105,12370.0,True,nm0314584,nm0208086
950,tt0056264,Mutiny on the Bounty,Mutiny on the Bounty,1962,\N,178,15843.0,True,nm0715346,nm0238070
950,tt0056264,Mutiny on the Bounty,Mutiny on the Bounty,1962,\N,178,15843.0,True,nm0587277,nm0238070
1021,tt0058311,Hércúlés Ágáinst thé Mớớn Mén,Maciste e la regina di Samar,1964,\N,90,1844.0,False,nm0313124,nm0778644
1034,tt0058564,Seduced and Abandoned,,1964,\N,118,,True,nm0314584,nm0898812
1048,tt0059012,Chimes at Midnight,Campanadas a medianoche,1965,\N,119,8655.0,True,nm0000080,nm0000636
1064,tt0059464,Monster a Go-Go,Monster a Go-Go,1965,\N,68,11387.0,False,nm0714215,nm1074683
1064,tt0059464,Monster a Go-Go,Monster a Go-Go,1965,\N,68,11387.0,False,nm0504496,nm1074683
1081,tt0059856,Vague Stars of Ursa...,Vaghe stelle dell'Orsa...,1965,\N,105,1913.0,True,nm0899581,nm0575804
1120,tt0061162,"War and Peace, Part II: Natasha Rostova",Voyna i mir II: Natasha Rostova,1966,\N,98,1414.0,True,nm0094083,nm0866243
1128,tt0061395,Belle de Jour,,1967,\N,100,42825.0,True,nm0000320,nm0450262
1151,tt0061709,Day of Anger,I giorni dell'ira,1967,\N,111,4590.0,True,nm0884547,nm0884547
1205,tt0063135,Inspéctớr Clớúséáú,Inspector Clouseau,1968,\N,96,,False,nm0005570,nm0725009
1276,tt0065234,Z,Z,1969,\N,127,26606.0,True,nm0002020,nm0783934
1314,tt0066491,Tristana,,1970,\N,99,11421.0,True,nm0000320,nm0017855
1318,tt0066516,Valerie and Her Week of Wonders,,\N,1970,77,9325.0,True,nm0423180,nm0472695
1353,tt0067164,Guddi,Guddi,1971,\N,121,1071.0,True,nm0611531,nm0347899
1382,tt0067927,Vanishing Point,Vanishing Point,1971,\N,99,28045.0,True,nm0764781,nm0127788
1517,tt0071622,The Clockmaker of St. Paul,L'horloger de Saint-Paul,1974,\N,105,2407.0,True,nm0851724,nm0042179
1530,tt0072263,Ten Little Indians,,1974,\N,105,,False,nm0172772,nm0002005
1596,tt0074441,The Duchess and the Dirtwater Fox,The Duchess and the Dirtwater Fox,1976,\N,103,1803.0,False,nm0291035,nm0291035
1750,tt0078875,The Tin Drum,Die Blechtrommel,1979,\N,142,23497.0,True,nm0772522,nm0140643
1790,tt0080117,The Wanderers,,1979,\N,112,10769.0,True,nm0442241,nm0697115
145,tt0025898,Tớni,Toni,1935,\N,84,1766.0,True,nm0719756,nm0719756
186,tt0028708,Charlie Chan at the Olympics,Charlie Chan at the Olympics,1937,\N,71,,True,nm0401680,nm0517567
278,tt0033045,The Shop Around the Corner,The Shop Around the Corner,\N,1940,99,30968.0,True,nm0523932,nm0710723
337,tt0035567,Woman of the Year,,1942,\N,114,9842.0,True,nm0828419,nm0488057
561,tt0044741,Ikiru,,1952,\N,143,74694.0,True,nm0000041,nm0000041
960,tt0056636,A Monkey in Winter,,1962,\N,105,,True,nm0894577,nm0102030
1082,tt0059878,Village of the Giants,,1965,\N,81,2316.0,False,nm0330026,nm0920229
1759,tt0079117,Escape to Athena,Escape to Athena,1979,\N,125,4970.0,False,nm0181902,nm0030019
1777,tt0079764,Five Evenings,,1979,\N,108,1227.0,True,nm0586482,nm0010383
33,tt0015842,The Joyless Street,,1925,\N,125,1554.0,True,nm0655065,nm0079278
58,tt0018528,The Unknown,,1927,\N,63,7850.0,True,nm0115218,nm0950150
463,tt0040536,Letter from an Unknown Woman,,1948,\N,87,11921.0,True,nm0649097,nm0462321
619,tt0047296,On the Waterfront,On the Waterfront,1954,\N,108,149783.0,True,nm0001415,nm0775977
649,tt0048424,Thé Night ớf thé Húntér,The Night of the Hunter,1955,\N,92,86393.0,True,nm0001452,nm0344181
918,tt0055618,Whistle Down the Wind,Whistle Down the Wind,\N,1961,99,3328.0,True,nm0285302,nm0068393
1066,tt0059529,Triumph Over Violence,Obyknovennyy fashizm,1965,\N,138,1666.0,True,nm0739677,nm0451406
199,tt0029440,The Prince and the Pauper,,1937,\N,118,2482.0,True,nm0226189,nm0878494
199,tt0029440,The Prince and the Pauper,,1937,\N,118,2482.0,True,nm0445033,nm0878494
335,tt0035446,To Be or Not to Be,,1942,\N,99,34514.0,True,nm0523932,nm0501872
41,tt0016544,The Wizard of Oz,,1925,\N,95,1497.0,False,nm0783865,nm0062091
720,tt0050545,Invásiớn ớf thé Sáúcér Mén,Invasion of the Saucer Men,1957,\N,69,1812.0,False,nm0128715,nm0348673
31,tt0015400,The Thief of Bagdad,,1924,\N,155,6001.0,True,nm0909825,nm0940689
43,tt0016641,Ben-Hur: A Tale of the Christ,Ben-Hur: A Tale of the Christ,1925,\N,143,7539.0,True,nm0629243,nm0558923
43,tt0016641,Ben-Hur: A Tale of the Christ,Ben-Hur: A Tale of the Christ,1925,\N,143,7539.0,True,nm0102643,nm0558923
43,tt0016641,Ben-Hur: A Tale of the Christ,Ben-Hur: A Tale of the Christ,1925,\N,143,7539.0,True,nm0127511,nm0558923
43,tt0016641,Ben-Hur: A Tale of the Christ,Ben-Hur: A Tale of the Christ,1925,\N,143,7539.0,True,nm0169905,nm0558923
43,tt0016641,Ben-Hur: A Tale of the Christ,Ben-Hur: A Tale of the Christ,1925,\N,143,7539.0,True,nm0002271,nm0558923
49,tt0017463,3 Bad Men,3 Bad Men,1926,\N,92,1165.0,True,nm0000406,nm0924268
55,tt0018379,7th Heaven,7th Heaven,1927,\N,110,3499.0,True,nm0097648,nm0322227
86,tt0021884,Frankenstein,Frankenstein,1931,\N,70,69780.0,True,nm0001843,nm0267020
170,tt0028021,Osaka Elegy,,1936,\N,71,2253.0,True,nm0003226,nm0297884
194,tt0029192,Make Way for Tomorrow,Make Way for Tomorrow,1937,\N,91,8144.0,True,nm0564970,nm0492854
201,tt0029608,Stella Dallas,Stella Dallas,1937,\N,106,5254.0,True,nm0896542,nm0698989
230,tt0031381,Gone with the Wind,,1939,\N,238,303845.0,True,nm0281808,nm0308177
230,tt0031381,Gone with the Wind,,1939,\N,238,303845.0,True,nm0002030,nm0308177
230,tt0031381,Gone with the Wind,,1939,\N,238,303845.0,True,nm0939992,nm0308177
267,tt0032617,I Love You Again,,1940,\N,99,3232.0,True,nm0886754,nm0169665
333,tt0035429,Wént thé Dáy Wéll?,,1942,\N,92,3549.0,True,nm0146709,nm0001294
365,tt0037017,Lifeboat,Lifeboat,1944,\N,97,28060.0,True,nm0000033,nm0825705
433,tt0039536,Kiss of Death,,1947,\N,99,8064.0,True,nm0368871,nm0372942
531,tt0043338,Ace in the Hole,Ace in the Hole,1951,\N,111,34375.0,True,nm0000697,nm0000697
578,tt0045465,99 River Street,99 River Street,\N,1953,83,2842.0,True,nm0439597,nm0809731
677,tt0049223,Forbidden Planet,,1956,\N,98,47621.0,True,nm0928208,nm0401738
769,tt0052216,Big Deal on Madonna Street,I soliti ignoti,1958,\N,106,10091.0,True,nm0598102,nm0769249
808,tt0053133,Odds Against Tomorrow,,1959,\N,96,4461.0,True,nm0936404,nm0569423
923,tt0055805,Bớccácciớ '70,Boccaccio '70,1962,\N,205,4325.0,True,nm0001120,nm0740021
923,tt0055805,Bớccácciớ '70,Boccaccio '70,1962,\N,205,4325.0,True,nm0000019,nm0740021
923,tt0055805,Bớccácciớ '70,Boccaccio '70,1962,\N,205,4325.0,True,nm0899581,nm0740021
923,tt0055805,Bớccácciớ '70,Boccaccio '70,1962,\N,205,4325.0,True,nm0598102,nm0740021
929,tt0055913,Divorce Italian Style,Divorzio all'italiana,1961,\N,105,12370.0,True,nm0314584,nm0316251
950,tt0056264,Mutiny on the Bounty,Mutiny on the Bounty,1962,\N,178,15843.0,True,nm0715346,nm0153698
950,tt0056264,Mutiny on the Bounty,Mutiny on the Bounty,1962,\N,178,15843.0,True,nm0587277,nm0153698
1021,tt0058311,Hércúlés Ágáinst thé Mớớn Mén,Maciste e la regina di Samar,1964,\N,90,1844.0,False,nm0313124,nm0220383
1034,tt0058564,Seduced and Abandoned,,1964,\N,118,,True,nm0314584,nm0314584
1064,tt0059464,Monster a Go-Go,Monster a Go-Go,1965,\N,68,11387.0,False,nm0714215,nm0808657
1064,tt0059464,Monster a Go-Go,Monster a Go-Go,1965,\N,68,11387.0,False,nm0504496,nm0808657
1081,tt0059856,Vague Stars of Ursa...,Vaghe stelle dell'Orsa...,1965,\N,105,1913.0,True,nm0899581,nm0147599
1151,tt0061709,Day of Anger,I giorni dell'ira,1967,\N,111,4590.0,True,nm0884547,nm0002759
1205,tt0063135,Inspéctớr Clớúséáú,Inspector Clouseau,1968,\N,96,,False,nm0005570,nm0001175
1276,tt0065234,Z,Z,1969,\N,127,26606.0,True,nm0002020,nm0890825
1318,tt0066516,Valerie and Her Week of Wonders,,\N,1970,77,9325.0,True,nm0423180,nm0628709
1517,tt0071622,The Clockmaker of St. Paul,L'horloger de Saint-Paul,1974,\N,105,2407.0,True,nm0851724,nm0799442
1530,tt0072263,Ten Little Indians,,1974,\N,105,,False,nm0172772,nm0869935
1750,tt0078875,The Tin Drum,Die Blechtrommel,1979,\N,142,23497.0,True,nm0772522,nm0335848
186,tt0028708,Charlie Chan at the Olympics,Charlie Chan at the Olympics,1937,\N,71,,True,nm0401680,nm0000252
960,tt0056636,A Monkey in Winter,,1962,\N,105,,True,nm0894577,nm0089073
58,tt0018528,The Unknown,,1927,\N,63,7850.0,True,nm0115218,nm0115218
41,tt0016544,The Wizard of Oz,,1925,\N,95,1497.0,False,nm0783865,nm0000875
43,tt0016641,Ben-Hur: A Tale of the Christ,Ben-Hur: A Tale of the Christ,1925,\N,143,7539.0,True,nm0629243,nm0908753
43,tt0016641,Ben-Hur: A Tale of the Christ,Ben-Hur: A Tale of the Christ,1925,\N,143,7539.0,True,nm0102643,nm0908753
43,tt0016641,Ben-Hur: A Tale of the Christ,Ben-Hur: A Tale of the Christ,1925,\N,143,7539.0,True,nm0127511,nm0908753
43,tt0016641,Ben-Hur: A Tale of the Christ,Ben-Hur: A Tale of the Christ,1925,\N,143,7539.0,True,nm0169905,nm0908753
43,tt0016641,Ben-Hur: A Tale of the Christ,Ben-Hur: A Tale of the Christ,1925,\N,143,7539.0,True,nm0002271,nm0908753
55,tt0018379,7th Heaven,7th Heaven,1927,\N,110,3499.0,True,nm0097648,nm0834944
86,tt0021884,Frankenstein,Frankenstein,1931,\N,70,69780.0,True,nm0001843,nm0287124
194,tt0029192,Make Way for Tomorrow,Make Way for Tomorrow,1937,\N,91,8144.0,True,nm0564970,nm0217568
201,tt0029608,Stella Dallas,Stella Dallas,1937,\N,106,5254.0,True,nm0896542,nm0373511
230,tt0031381,Gone with the Wind,,1939,\N,238,303845.0,True,nm0281808,nm0397608
230,tt0031381,Gone with the Wind,,1939,\N,238,303845.0,True,nm0002030,nm0397608
230,tt0031381,Gone with the Wind,,1939,\N,238,303845.0,True,nm0939992,nm0397608
267,tt0032617,I Love You Again,,1940,\N,99,3232.0,True,nm0886754,nm0914362
769,tt0052216,Big Deal on Madonna Street,I soliti ignoti,1958,\N,106,10091.0,True,nm0598102,nm0408488
923,tt0055805,Bớccácciớ '70,Boccaccio '70,1962,\N,205,4325.0,True,nm0001120,nm0661650
923,tt0055805,Bớccácciớ '70,Boccaccio '70,1962,\N,205,4325.0,True,nm0000019,nm0661650
923,tt0055805,Bớccácciớ '70,Boccaccio '70,1962,\N,205,4325.0,True,nm0899581,nm0661650
923,tt0055805,Bớccácciớ '70,Boccaccio '70,1962,\N,205,4325.0,True,nm0598102,nm0661650
950,tt0056264,Mutiny on the Bounty,Mutiny on the Bounty,1962,\N,178,15843.0,True,nm0715346,nm0001907
950,tt0056264,Mutiny on the Bounty,Mutiny on the Bounty,1962,\N,178,15843.0,True,nm0587277,nm0001907
86,tt0021884,Frankenstein,Frankenstein,1931,\N,70,69780.0,True,nm0001843,nm0916811
201,tt0029608,Stella Dallas,Stella Dallas,1937,\N,106,5254.0,True,nm0896542,nm0556945
230,tt0031381,Gone with the Wind,,1939,\N,238,303845.0,True,nm0281808,nm0593565
230,tt0031381,Gone with the Wind,,1939,\N,238,303845.0,True,nm0002030,nm0593565
230,tt0031381,Gone with the Wind,,1939,\N,238,303845.0,True,nm0939992,nm0593565
267,tt0032617,I Love You Again,,1940,\N,99,3232.0,True,nm0886754,nm0330390
923,tt0055805,Bớccácciớ '70,Boccaccio '70,1962,\N,205,4325.0,True,nm0001120,nm0000019
923,tt0055805,Bớccácciớ '70,Boccaccio '70,1962,\N,205,4325.0,True,nm0000019,nm0000019
923,tt0055805,Bớccácciớ '70,Boccaccio '70,1962,\N,205,4325.0,True,nm0899581,nm0000019
923,tt0055805,Bớccácciớ '70,Boccaccio '70,1962,\N,205,4325.0,True,nm0598102,nm0000019
950,tt0056264,Mutiny on the Bounty,Mutiny on the Bounty,1962,\N,178,15843.0,True,nm0715346,nm0000697
950,tt0056264,Mutiny on the Bounty,Mutiny on the Bounty,1962,\N,178,15843.0,True,nm0587277,nm0000697
86,tt0021884,Frankenstein,Frankenstein,1931,\N,70,69780.0,True,nm0001843,nm0791217
923,tt0055805,Bớccácciớ '70,Boccaccio '70,1962,\N,205,4325.0,True,nm0001120,nm0684083
923,tt0055805,Bớccácciớ '70,Boccaccio '70,1962,\N,205,4325.0,True,nm0000019,nm0684083
923,tt0055805,Bớccácciớ '70,Boccaccio '70,1962,\N,205,4325.0,True,nm0899581,nm0684083
923,tt0055805,Bớccácciớ '70,Boccaccio '70,1962,\N,205,4325.0,True,nm0598102,nm0684083
950,tt0056264,Mutiny on the Bounty,Mutiny on the Bounty,1962,\N,178,15843.0,True,nm0715346,nm0355681
950,tt0056264,Mutiny on the Bounty,Mutiny on the Bounty,1962,\N,178,15843.0,True,nm0587277,nm0355681
86,tt0021884,Frankenstein,Frankenstein,1931,\N,70,69780.0,True,nm0001843,nm0049721
923,tt0055805,Bớccácciớ '70,Boccaccio '70,1962,\N,205,4325.0,True,nm0001120,nm0280919
923,tt0055805,Bớccácciớ '70,Boccaccio '70,1962,\N,205,4325.0,True,nm0000019,nm0280919
923,tt0055805,Bớccácciớ '70,Boccaccio '70,1962,\N,205,4325.0,True,nm0899581,nm0280919
923,tt0055805,Bớccácciớ '70,Boccaccio '70,1962,\N,205,4325.0,True,nm0598102,nm0280919
